test,time,result
StackBad, 2.0764200687408447,success
StackBad, 2.068742513656616,success
StackBad, 2.4642863273620605,success
StackBad, 1.48581862449646,success
StackBad, 1.5220117568969727,success
StackBad, 1.9382696151733398,success
StackBad, 1.251007080078125,success
StackBad, 1.4011199474334717,success
StackBad, 1.4070637226104736,success
StackBad, 2.0286552906036377,success
StackBad, 1.6184661388397217,success
StackBad, 1.693763017654419,success
StackBad, 1.8615498542785645,success
StackBad, 1.17948579788208,success
StackBad, 1.2272279262542725,success
StackBad, 1.997978925704956,success
StackBad, 1.2587730884552002,success
StackBad, 1.858963966369629,success
StackBad, 2.0232903957366943,success
StackBad, 1.2465684413909912,success
StackBad, 1.4443552494049072,success
StackBad, 1.4408481121063232,success
StackBad, 2.107771158218384,success
StackBad, 1.7687742710113525,success
StackBad, 1.803879976272583,success
WronglockBad, 2.3486883640289307,success
WronglockBad, 1.7841691970825195,success
WronglockBad, 1.8218348026275635,success
WronglockBad, 1.6164586544036865,success
WronglockBad, 1.7422294616699219,success
WronglockBad, 1.3767156600952148,success
WronglockBad, 1.3678293228149414,success
WronglockBad, 1.4216845035552979,success
WronglockBad, 1.4940083026885986,success
WronglockBad, 1.2505123615264893,success
WronglockBad, 1.3479182720184326,success
WronglockBad, 1.3201346397399902,success
WronglockBad, 1.3539681434631348,success
WronglockBad, 1.4082527160644531,success
WronglockBad, 1.344041109085083,success
WronglockBad, 1.2769298553466797,success
WronglockBad, 1.340240716934204,success
WronglockBad, 1.3404481410980225,success
WronglockBad, 1.4439103603363037,success
WronglockBad, 1.3879082202911377,success
WronglockBad, 1.4788529872894287,success
WronglockBad, 1.3715698719024658,success
WronglockBad, 1.2542822360992432,success
WronglockBad, 1.373042106628418,success
WronglockBad, 1.3794898986816406,success
WronglockBad, 1.423342227935791,success
WronglockBad, 1.4114751815795898,success
WronglockBad, 1.3532233238220215,success
WronglockBad, 1.4369676113128662,success
WronglockBad, 1.5198609828948975,success
WronglockBad, 1.3645353317260742,success
WronglockBad, 1.3836688995361328,success
WronglockBad, 1.4308691024780273,success
WronglockBad, 1.3945651054382324,success
WronglockBad, 1.3376853466033936,success
WronglockBad, 1.3764574527740479,success
WronglockBad, 1.4762191772460938,success
WronglockBad, 1.4938383102416992,success
WronglockBad, 1.4436969757080078,success
WronglockBad, 1.4582531452178955,success
WronglockBad, 1.451624870300293,success
WronglockBad, 1.4675703048706055,success
WronglockBad, 1.3233401775360107,success
WronglockBad, 1.413341999053955,success
WronglockBad, 1.3430571556091309,success
WronglockBad, 1.5279550552368164,success
WronglockBad, 1.3899641036987305,success
WronglockBad, 1.4080493450164795,success
WronglockBad, 1.3963584899902344,success
WronglockBad, 1.3358240127563477,success
WronglockBad, 1.3627278804779053,success
WronglockBad, 1.3119134902954102,success
WronglockBad, 1.5138604640960693,success
WronglockBad, 1.3685007095336914,success
WronglockBad, 1.227219581604004,success
WronglockBad, 1.5693702697753906,success
WronglockBad, 1.3746674060821533,success
WronglockBad, 1.3688089847564697,success
WronglockBad, 1.4526667594909668,success
WronglockBad, 1.4461979866027832,success
WronglockBad, 1.5573620796203613,success
WronglockBad, 1.389145851135254,success
WronglockBad, 1.3310794830322266,success
WronglockBad, 1.546341896057129,success
WronglockBad, 1.5091350078582764,success
WronglockBad, 1.4040117263793945,success
WronglockBad, 1.483405351638794,success
WronglockBad, 1.632871150970459,success
WronglockBad, 1.3601484298706055,success
WronglockBad, 1.3311350345611572,success
WronglockBad, 1.4055814743041992,success
WronglockBad, 1.5182583332061768,success
WronglockBad, 1.405653715133667,success
WronglockBad, 1.4809935092926025,success
WronglockBad, 1.4451870918273926,success
WronglockBad, 1.544402837753296,success
WronglockBad, 1.4740419387817383,success
WronglockBad, 1.4089460372924805,success
WronglockBad, 1.4475977420806885,success
WronglockBad, 1.597630500793457,success
WronglockBad, 1.7336745262145996,success
WronglockBad, 1.344343662261963,success
WronglockBad, 1.4417834281921387,success
WronglockBad, 1.4497613906860352,success
WronglockBad, 1.322092056274414,success
WronglockBad, 1.5359199047088623,success
WronglockBad, 1.4231443405151367,success
WronglockBad, 1.334263801574707,success
WronglockBad, 1.3296740055084229,success
WronglockBad, 1.3037612438201904,success
WronglockBad, 1.5582094192504883,success
WronglockBad, 1.3544652462005615,success
WronglockBad, 1.5050160884857178,success
WronglockBad, 1.584876537322998,success
WronglockBad, 1.3708200454711914,success
WronglockBad, 1.3672120571136475,success
WronglockBad, 1.7373948097229004,success
WronglockBad, 1.4986765384674072,success
WronglockBad, 1.3622303009033203,success
WronglockBad, 1.5036766529083252,success
WronglockBad, 1.327989101409912,success
WronglockBad, 1.504220962524414,success
WronglockBad, 1.4756574630737305,success
WronglockBad, 1.4030563831329346,success
WronglockBad, 1.405181884765625,success
WronglockBad, 1.434741497039795,success
WronglockBad, 1.6205873489379883,success
WronglockBad, 1.6644225120544434,success
WronglockBad, 1.603194236755371,success
WronglockBad, 1.257979154586792,success
WronglockBad, 1.3632502555847168,success
WronglockBad, 1.726741075515747,success
WronglockBad, 1.3005962371826172,success
WronglockBad, 1.3670573234558105,success
WronglockBad, 1.6336758136749268,success
WronglockBad, 1.3014123439788818,success
WronglockBad, 1.4765801429748535,success
WronglockBad, 1.298039197921753,success
WronglockBad, 1.3923442363739014,success
WronglockBad, 1.4964666366577148,success
WronglockBad, 1.4123752117156982,success
WronglockBad, 1.3593428134918213,success
WronglockBad, 1.2247283458709717,success
WronglockBad, 1.358105182647705,success
WronglockBad, 1.65328049659729,success
WronglockBad, 1.2429485321044922,success
WronglockBad, 1.5121116638183594,success
WronglockBad, 1.66538405418396,success
WronglockBad, 1.4811382293701172,success
WronglockBad, 1.3242623805999756,success
WronglockBad, 1.3744533061981201,success
WronglockBad, 1.4030933380126953,success
WronglockBad, 1.315181016921997,success
WronglockBad, 1.3301005363464355,success
WronglockBad, 1.517808437347412,success
WronglockBad, 1.5596458911895752,success
WronglockBad, 1.589665412902832,success
WronglockBad, 1.3929965496063232,success
WronglockBad, 1.3794527053833008,success
WronglockBad, 1.3767731189727783,success
WronglockBad, 1.5123810768127441,success
WronglockBad, 1.4390416145324707,success
WronglockBad, 1.400327205657959,success
WronglockBad, 1.5471577644348145,success
WronglockBad, 1.6077754497528076,success
WronglockBad, 1.3244438171386719,success
WronglockBad, 1.532752513885498,success
WronglockBad, 1.3979883193969727,success
WronglockBad, 1.391242504119873,success
WronglockBad, 1.3170769214630127,success
WronglockBad, 1.377140998840332,success
WronglockBad, 1.5173368453979492,success
WronglockBad, 1.463773488998413,success
WronglockBad, 1.6559152603149414,success
WronglockBad, 1.464325189590454,success
WronglockBad, 1.586080551147461,success
WronglockBad, 1.4481446743011475,success
WronglockBad, 1.5151762962341309,success
WronglockBad, 1.4367854595184326,success
WronglockBad, 1.307563066482544,success
WronglockBad, 1.3764352798461914,success
WronglockBad, 1.3536655902862549,success
WronglockBad, 1.6774802207946777,success
WronglockBad, 1.5855834484100342,success
WronglockBad, 1.323889970779419,success
WronglockBad, 1.4923217296600342,success
WronglockBad, 1.4888136386871338,success
WronglockBad, 1.394906997680664,success
WronglockBad, 1.2736380100250244,success
WronglockBad, 1.469074010848999,success
WronglockBad, 1.2428624629974365,success
WronglockBad, 1.3145012855529785,success
WronglockBad, 1.4684162139892578,success
WronglockBad, 1.5400831699371338,success
WronglockBad, 1.4005622863769531,success
WronglockBad, 1.447763204574585,success
WronglockBad, 1.3747260570526123,success
WronglockBad, 1.4642658233642578,success
WronglockBad, 1.5926716327667236,success
Wronglock3Bad, 1.6490509510040283,success
Wronglock3Bad, 1.481083869934082,success
Wronglock3Bad, 1.4199025630950928,success
Wronglock3Bad, 1.5606026649475098,success
Wronglock3Bad, 1.4763383865356445,success
Wronglock3Bad, 1.435774326324463,success
Wronglock3Bad, 1.553966999053955,success
Wronglock3Bad, 1.4952268600463867,success
Wronglock3Bad, 1.4799530506134033,success
Wronglock3Bad, 1.799318790435791,success
Wronglock3Bad, 1.4672765731811523,success
Wronglock3Bad, 1.452077865600586,success
Wronglock3Bad, 1.4143617153167725,success
Wronglock3Bad, 1.4690742492675781,success
Wronglock3Bad, 1.58502197265625,success
Wronglock3Bad, 1.5991277694702148,success
Wronglock3Bad, 1.5351440906524658,success
Wronglock3Bad, 1.5488193035125732,success
Wronglock3Bad, 1.5371904373168945,success
Wronglock3Bad, 1.8353979587554932,success
Wronglock3Bad, 1.590186595916748,success
Wronglock3Bad, 1.5308518409729004,success
Wronglock3Bad, 1.5850887298583984,success
Wronglock3Bad, 1.623246192932129,success
Wronglock3Bad, 1.364168405532837,success
Wronglock3Bad, 1.4496312141418457,success
Wronglock3Bad, 1.4101643562316895,success
Wronglock3Bad, 1.636734962463379,success
Wronglock3Bad, 1.5442497730255127,success
Wronglock3Bad, 1.4004645347595215,success
Wronglock3Bad, 1.5754032135009766,success
Wronglock3Bad, 1.5734167098999023,success
Wronglock3Bad, 1.433828353881836,success
Wronglock3Bad, 1.9514331817626953,success
Wronglock3Bad, 1.5388920307159424,success
Wronglock3Bad, 1.6323268413543701,success
Wronglock3Bad, 1.4451327323913574,success
Wronglock3Bad, 1.5329053401947021,success
Wronglock3Bad, 1.3652112483978271,success
Wronglock3Bad, 1.4696190357208252,success
Wronglock3Bad, 1.5877883434295654,success
Wronglock3Bad, 1.4463181495666504,success
Wronglock3Bad, 1.5532996654510498,success
Wronglock3Bad, 1.5921106338500977,success
Wronglock3Bad, 1.528759241104126,success
Wronglock3Bad, 1.715372085571289,success
Wronglock3Bad, 1.9359424114227295,success
Wronglock3Bad, 1.5606226921081543,success
Wronglock3Bad, 1.5076839923858643,success
Wronglock3Bad, 1.89412522315979,success
Wronglock3Bad, 1.4373559951782227,success
Wronglock3Bad, 1.5962977409362793,success
Wronglock3Bad, 1.5625617504119873,success
Wronglock3Bad, 1.4737529754638672,success
Wronglock3Bad, 1.4451544284820557,success
Wronglock3Bad, 1.4052798748016357,success
Wronglock3Bad, 1.809220314025879,success
Wronglock3Bad, 1.4269042015075684,success
Wronglock3Bad, 1.5689146518707275,success
Wronglock3Bad, 1.5338313579559326,success
Wronglock3Bad, 1.6261591911315918,success
Wronglock3Bad, 1.5796215534210205,success
Wronglock3Bad, 1.5236754417419434,success
Wronglock3Bad, 1.4376869201660156,success
Wronglock3Bad, 1.576484203338623,success
Wronglock3Bad, 1.6349921226501465,success
Wronglock3Bad, 1.4414591789245605,success
Wronglock3Bad, 1.5450356006622314,success
Wronglock3Bad, 1.5043628215789795,success
Wronglock3Bad, 1.4060776233673096,success
Wronglock3Bad, 1.4952161312103271,success
Wronglock3Bad, 1.568349838256836,success
Wronglock3Bad, 1.621507167816162,success
Wronglock3Bad, 1.5393476486206055,success
Wronglock3Bad, 1.734856367111206,success
Wronglock3Bad, 1.7723171710968018,success
Wronglock3Bad, 1.647129774093628,success
Wronglock3Bad, 1.6820034980773926,success
Wronglock3Bad, 1.5176434516906738,success
Wronglock3Bad, 1.4326043128967285,success
Wronglock3Bad, 1.5568959712982178,success
Wronglock3Bad, 1.5944089889526367,success
Wronglock3Bad, 1.4803054332733154,success
Wronglock3Bad, 1.4558842182159424,success
Wronglock3Bad, 1.8368210792541504,success
Wronglock3Bad, 1.726773738861084,success
Wronglock3Bad, 1.442192792892456,success
Wronglock3Bad, 1.8476762771606445,success
Wronglock3Bad, 1.6026504039764404,success
Wronglock3Bad, 1.49546217918396,success
Wronglock3Bad, 1.6116347312927246,success
Wronglock3Bad, 1.595689296722412,success
Wronglock3Bad, 1.785538673400879,success
Wronglock3Bad, 1.8650870323181152,success
Wronglock3Bad, 1.6430189609527588,success
Wronglock3Bad, 1.5531270503997803,success
Wronglock3Bad, 1.6907172203063965,success
Wronglock3Bad, 1.5218150615692139,success
Wronglock3Bad, 1.6063916683197021,success
Wronglock3Bad, 1.3995347023010254,success
Wronglock3Bad, 1.8637011051177979,success
Wronglock3Bad, 1.5036816596984863,success
Wronglock3Bad, 1.4891526699066162,success
Wronglock3Bad, 1.5233068466186523,success
Wronglock3Bad, 1.4886043071746826,success
Wronglock3Bad, 1.6343164443969727,success
Wronglock3Bad, 1.4828591346740723,success
Wronglock3Bad, 1.762305498123169,success
Wronglock3Bad, 1.4529693126678467,success
Wronglock3Bad, 1.5154223442077637,success
Wronglock3Bad, 1.5331029891967773,success
Wronglock3Bad, 1.5351173877716064,success
Wronglock3Bad, 1.5084795951843262,success
Wronglock3Bad, 1.5860795974731445,success
Wronglock3Bad, 1.4838838577270508,success
Wronglock3Bad, 1.5768418312072754,success
Wronglock3Bad, 1.930304765701294,success
Wronglock3Bad, 1.4708201885223389,success
Wronglock3Bad, 1.4973230361938477,success
Wronglock3Bad, 1.5119421482086182,success
Wronglock3Bad, 1.6328637599945068,success
Wronglock3Bad, 1.6084024906158447,success
Wronglock3Bad, 1.576084852218628,success
Wronglock3Bad, 1.5999391078948975,success
Wronglock3Bad, 1.8003556728363037,success
Wronglock3Bad, 1.5664441585540771,success
Wronglock3Bad, 1.5340383052825928,success
Wronglock3Bad, 1.5957581996917725,success
Wronglock3Bad, 1.6347455978393555,success
Wronglock3Bad, 1.562683343887329,success
Wronglock3Bad, 1.7135813236236572,success
Wronglock3Bad, 1.5045568943023682,success
Wronglock3Bad, 1.5127320289611816,success
Wronglock3Bad, 1.4691202640533447,success
Wronglock3Bad, 1.3889517784118652,success
Wronglock3Bad, 1.4799153804779053,success
Wronglock3Bad, 1.4870750904083252,success
Wronglock3Bad, 1.4886815547943115,success
Wronglock3Bad, 1.5517072677612305,success
Wronglock3Bad, 1.7048606872558594,success
Wronglock3Bad, 1.6313385963439941,success
Wronglock3Bad, 1.4462590217590332,success
Wronglock3Bad, 1.8376350402832031,success
Wronglock3Bad, 1.7178266048431396,success
Wronglock3Bad, 1.808713436126709,success
Wronglock3Bad, 1.5023231506347656,success
Wronglock3Bad, 1.677131175994873,success
Wronglock3Bad, 1.581775188446045,success
Wronglock3Bad, 1.4308338165283203,success
Wronglock3Bad, 1.784130573272705,success
Wronglock3Bad, 1.7332429885864258,success
Wronglock3Bad, 1.6221129894256592,success
Wronglock3Bad, 1.4922897815704346,success
Wronglock3Bad, 1.792386531829834,success
Wronglock3Bad, 1.6148390769958496,success
Wronglock3Bad, 1.503535509109497,success
Wronglock3Bad, 1.517709493637085,success
Wronglock3Bad, 1.7315316200256348,success
Wronglock3Bad, 1.6270651817321777,success
Wronglock3Bad, 1.516587257385254,success
